"Original_Applicant","Cited_Applicant","weight","distance"
"GIL, YAEL ANAT","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",1,1
"Gil, Youn-Hee","ETRI",1,1
"Gil, Youn-Hee","FUJITSU LTD",1,1
"Gil, Youn-Hee","NEC Co.",1,1
"Gilbert, David A.","Microsoft Co.",1,1
"Gilbert, Mazin","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",6,0.166666666666667
"Gilbert, Mazin","AT&T Intellectual Property",3,0.333333333333333
"Gilbert, Mazin","FUJITSU LTD",1,1
"Gilbert, Mazin","Intel Co.",9,0.111111111111111
"Gilger, Mazin","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",2,0.5
"Gilger, Mazin","AT&T Intellectual Property",1,1
"Gilger, Mazin","Intel Co.",7,0.142857142857143
"Gill, Mohinder","Intel Co.",1,1
"Gillam, Michael T.","FUJITSU LTD",1,1
"Gillam, Michael T.","Hitachi, Ltd.",1,1
"Gillon, James T.","Apple Inc.",2,0.5
"Gillotte, John C.","FUJITSU LTD",1,1
"Gillotte, John C.","Hitachi, Ltd.",1,1
"Gingy Technology Inc.","FUJITSU LTD",1,1
"Gingy Technology Inc.","Hitachi, Ltd.",2,0.5
"Gingy Technology Inc.","LG CO.",1,1
"Gingy Technology Inc.","NEC Co.",1,1
"GINGY TECHNOLOGY INC.","FUJITSU LTD",1,1
"Giobbi, John J.","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",4,0.25
"Giobbi, John J.","Hitachi, Ltd.",2,0.5
"Gioia, Philip J.","NEC Co.",1,1
"Giolma, William Henry","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",2,0.5
"Giolma, William Henry","FUJITSU LTD",1,1
"Gisby, Douglas","Intel Co.",1,1
"Gitronica S.r.l.","NEC Co.",1,1
"Givon, Dor","Microsoft Co.",1,1
"Glasgow, Dane","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",1,1
"Glaze, Mary L.","Canon",2,0.5
"Glaze, Mary L.","FUJITSU LTD",1,1
"Global Bionic Optics Ltd","Panasonic",1,1
"Global Bionic Optics, Ltd.","Panasonic",1,1
"Global Financial Passport, LLC","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",1,1
"Global Rainmakers Inc.","LG CO.",1,1
"Global Tel*Link Corp.","FUJITSU LTD",5,0.2
"Global Tel*Link Corp.","SONY",2,0.5
"Global Tel*Link Corporation","FUJITSU LTD",1,1
"GlobalFoundries U.S. 2 LLC","FUJITSU LTD",1,1
"GlobalFoundries U.S. 2 LLC","Intel Co.",1,1
"GlobalFoundries U.S. 2 LLC","Microsoft Co.",1,1
"GLORY LTD","FUJITSU LTD",2,0.5
"Glory Ltd.","FUJITSU LTD",3,0.333333333333333
"GM Global Technology Operations LLC","Intel Co.",1,1
"GM Global Technology Operations LLC","Panasonic",2,0.5
"GNANAMGARI SAKUNTHALA","Microsoft Co.",1,1
"Gnanamgari, Sakunthala","Microsoft Co.",1,1
"Goepp, Daniel P.","Microsoft Co.",4,0.25
"Goesnar, Erwin","Samsung",1,1
"Gogo LLC","AT&T Intellectual Property",1,1
"Gojevic, Stephen M.","NEC Co.",1,1
"Gokberk, Berk","ETRI",1,1
"Gokberk, Berk","FUJITSU LTD",3,0.333333333333333
"Gokberk, Berk","NEC Co.",1,1
"Golato, Louis Anthony","Intel Co.",1,1
"Goldberg, David A.","Intel Co.",6,0.166666666666667
"Golden Vast Macao Commercial Offshore Limited","Apple Inc.",1,1
"GOLDEN VAST MACAO COMMERCIAL OFFSHORE LIMITED","Canon",1,1
"GOLDEN VAST MACAO COMMERCIAL OFFSHORE LIMITED","LG CO.",1,1
"GOLDEN VAST MACAO COMMERCIAL OFFSHORE LIMITED","SONY",1,1
"Goldfarb, Gregory Lloyd","Intel Co.",1,1
"Goldman, Shelley B.","AT&T Intellectual Property",1,1
"Goldstein, Steve W.","Intel Co.",2,0.5
"Goldstein, Steven","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",1,1
"Goldstein, Steven","Intel Co.",2,0.5
"Goldstein, Steven W.","Intel Co.",2,0.5
"Goldstein, Steven Wayne","Intel Co.",6,0.166666666666667
"Goldstone, Jeremy","Microsoft Co.",1,1
"Goldszmidt, Moises","Microsoft Co.",1,1
"Gomar, Marta GarcC-a","Apple Inc.",1,1
"Gomar, Marta GarcC-a","FUJITSU LTD",1,1
"Gomar, Marta GarcC-a","Intel Co.",1,1
"Gomar, Marta GarcC-a","Microsoft Co.",1,1
"Gomar, Marta Garcia","FUJITSU LTD",1,1
"Gomar, Marta Garcia","Intel Co.",2,0.5
"Gomez Suarez, Federico","Microsoft Co.",1,1
"Gomez, Zachary W.","Apple Inc.",1,1
"Goncalves, Joao P.","Intel Co.",1,1
"Gong, Michelle X.","Google Inc.",1,1
"GONGYI LIN","SONY",1,1
"Gonzales, Damien M.","Hitachi, Ltd.",1,1
"Gonzalez, Monica","Intel Co.",2,0.5
"Gonzalez, Monica","Microsoft Co.",1,1
"Gooding, Ted Ray","Google Inc.",1,1
"Gooding, Ted Ray","Honeywell International Inc.",1,1
"Gooding, Ted Ray","NEC Co.",1,1
"Gooding, Ted Ray","SONY",2,0.5
"Goodknight, Gregory Warren","AT&T Intellectual Property",1,1
"Goodman, Brian","Apple Inc.",1,1
"Goodman, Brian","FUJITSU LTD",1,1
"Goodman, Brian","Google Inc.",1,1
"Goodman, Brian","Microsoft Co.",1,1
"Goodman, Brian","SONY",2,0.5
"Goodman, Brian D.","Microsoft Co.",1,1
"Google Inc.","3G STUDIOS, INC.",1,1
"Google Inc.","Abiko, Yukihiro",1,1
"Google Inc.","Abrahams, Marc David",1,1
"Google Inc.","Accomando, Nicholas A.",1,1
"Google Inc.","Activcard Ireland Limited",1,1
"Google Inc.","Adam, Hartwig",14,0.0714285714285714
"Google Inc.","ADAM, Hartwig",1,1
"Google Inc.","Adams, Hartwig",6,0.166666666666667
"Google Inc.","Ady, Roger W.",1,1
"Google Inc.","Agapi, Ciprian",1,1
"Google Inc.","Ahn, Sung Hwan",2,0.5
"Google Inc.","AIKAWA, Makoto",1,1
"Google Inc.","Alameh, Rachid M",1,1
"Google Inc.","Alameh, Rachid M.",1,1
"Google Inc.","ALBERTH, WILLIAM P.",3,0.333333333333333
"Google Inc.","Alojz (Al) Muzar - Click Into Inc.",1,1
"Google Inc.","Aly, Alaa Abdel-Hakim",1,1
"Google Inc.","Amalfi, Michael",1,1
"Google Inc.","Anderson, Bruce W.",2,0.5
"Google Inc.","Ang, Jin Kiong",1,1
"Google Inc.","Apple Inc.",6,0.166666666666667
"Google Inc.","Arneson, Michael R.",1,1
"Google Inc.","Arnon, Ilan",1,1
"Google Inc.","Asadi, Ayman O.",8,0.125
"Google Inc.","Asmuth, Jane C.",1,1
"Google Inc.","Asmuth, Jane Circle",1,1
"Google Inc.","Aspelin, Richard Daniel",1,1
"Google Inc.","AT&T Intellectual Property",1,1
"Google Inc.","ATMEL Corporation",1,1
"Google Inc.","Aull, Kenneth W.",2,0.5
"Google Inc.","AURAYA PTY LTD",1,1
"Google Inc.","Avago Technologies ECBU IP (Singapore) Pte. Ltd.",1,1
"Google Inc.","Avaya Inc.",3,0.333333333333333
"Google Inc.","Azar, Cyrus",1,1
"Google Inc.","Baharav, Izhak",1,1
"Google Inc.","Bahl, Paramvir",1,1
"Google Inc.","Baker, James T.",1,1
"Google Inc.","Baldus, Heribert",1,1
"Google Inc.","Baltatu, Madalina",2,0.5
"Google Inc.","Baluja, Shumeet",4,0.25
"Google Inc.","Barra, Hugo B.",2,0.5
"Google Inc.","BARZILAY, Ziv .",1,1
"Google Inc.","Bashir, Faisal",1,1
"Google Inc.","Bastanchury, Phillip E.",2,0.5
"Google Inc.","Bates, Cary L.",2,0.5
"Google Inc.","Baughman, Aaron Keith",1,1
"Google Inc.","Beaufays, Francoise",4,0.25
"Google Inc.","Becker, Dennis",2,0.5
"Google Inc.","BEKIARES, TYRONE D.",1,1
"Google Inc.","BELL, ROBERT LLOYD",1,1
"Google Inc.","Bellmore, Mark A.",2,0.5
"Google Inc.","Benco, David S.",4,0.25
"Google Inc.","Benea, Robert",5,0.2
"Google Inc.","Benjamin, Henry",6,0.166666666666667
"Google Inc.","Bergen, James R.",3,0.333333333333333
"Google Inc.","BERINI, DARIO JOHN",1,1
"Google Inc.","Berner Fachhochschule Hochschule fur Technik und Architektur Biel",1,1
"Google Inc.","Berstis, Viktors",1,1
"Google Inc.","Bezvershenko, Zinayida",1,1
"Google Inc.","Bhagavathy, Sitaram",1,1
"Google Inc.","Bicego, Manuele",2,0.5
"Google Inc.","Bilobrov, Sergiy",1,1
"Google Inc.","Biometric Solutions, LLC",1,1
"Google Inc.","Blalock, Travis N.",1,1
"Google Inc.","Blan, Bradford L.",1,1
"Google Inc.","Blass, Oscar J.",1,1
"Google Inc.","Bloom, Jeffrey A.",1,1
"Google Inc.","BOSHRA, Michael",2,0.5
"Google Inc.","Bouius, Derek",1,1
"Google Inc.","Braverman, Jason",1,1
"Google Inc.","Bronstein, Alexander",6,0.166666666666667
"Google Inc.","Bronstein, Michael",6,0.166666666666667
"Google Inc.","Brooks, Juliana H. J.",1,1
"Google Inc.","Brooks; Juliana H. J.",1,1
"Google Inc.","Brostoff, George",1,1
"Google Inc.","Bruno, Richard F.",1,1
"Google Inc.","Brunschen, Christian",1,1
"Google Inc.","Buffam, William J.",1,1
"Google Inc.","Burger, Douglas C.",1,1
"Google Inc.","Burt, Peter J.",1,1
"Google Inc.","Byrne, William J.",5,0.2
"Google Inc.","Cabezas, Rafael Graniello",1,1
"Google Inc.","Cambier, James L.",2,0.5
"Google Inc.","Canon",2,0.5
"Google Inc.","Carim, Hatim M.",1,1
"Google Inc.","Carr, Dominic Jason",2,0.5
"Google Inc.","Catalano, John F.",1,1
"Google Inc.","Cedilnik, Andrej",5,0.2
"Google Inc.","Celik, Mehmet Utku",1,1
"Google Inc.","Champagne, Katrina S.",1,1
"Google Inc.","Chandra, Ranveer",1,1
"Google Inc.","Chen, Bo",1,1
"Google Inc.","Chen, Jason",1,1
"Google Inc.","Chen, Wen",1,1
"Google Inc.","Chetal, Shyam",1,1
"Google Inc.","Cheyer, Adam J.",2,0.5
"Google Inc.","Choe, Dami",1,1
"Google Inc.","Citicorp Development Center, Inc.",3,0.333333333333333
"Google Inc.","Clayton, Richard M.",1,1
"Google Inc.","COLBERT CHARLES",1,1
"Google Inc.","Collins, Timothy J.",1,1
"Google Inc.","CommerceTel, Inc.",2,0.5
"Google Inc.","Contolini, Matteo",1,1
"Google Inc.","Cooper, Frederick J.",3,0.333333333333333
"Google Inc.","Cotgreave, James",1,1
"Google Inc.","Covell, Michele",5,0.2
"Google Inc.","Coyle, Peter",1,1
"Google Inc.","Craner, Michael L.",1,1
"Google Inc.","Creative Technology Ltd.",1,1
"Google Inc.","Crocco, JR., Bob",1,1
"Google Inc.","Crumlin, Alex",1,1
"Google Inc.","D'Alessandro, Rosalia",2,0.5
"Google Inc.","D'Amico, Roberta",2,0.5
"Google Inc.","Damstra, Marijn Christian",1,1
"Google Inc.","Danowitz, Jeffrey",1,1
"Google Inc.","Daon Holdings Limited",1,1
"Google Inc.","Daugman, John G.",1,1
"Google Inc.","David Sarnoff Research Center Inc.",1,1
"Google Inc.","David Sarnoff Research Center, Inc.",1,1
"Google Inc.","Davies, Benedict",1,1
"Google Inc.","Declerck, Daniel J.",3,0.333333333333333
"Google Inc.","Deif, Tamer",1,1
"Google Inc.","Derakhshani, Reza",1,1
"Google Inc.","Dialogic (US) Inc.",1,1
"Google Inc.","Diebold, Incorporated",2,0.5
"Google Inc.","Ding, Xiaoqing",1,1
"Google Inc.","Dixon, Douglas F.",1,1
"Google Inc.","Do, Cuong",2,0.5
"Google Inc.","Doughtie, Gavin",6,0.166666666666667
"Google Inc.","Dyor, Matthew G.",1,1
"Google Inc.","El-Saban, Motaz",1,1
"Google Inc.","El Baz, Ahmed",1,1
"Google Inc.","Elagin, Egor Valerievich",6,0.166666666666667
"Google Inc.","Elwha LLC",1,1
"Google Inc.","Encarnacion, Robert J.",1,1
"Google Inc.","Ensign Holdings, LLC",1,1
"Google Inc.","Eyematic Interfaces, Inc.",6,0.166666666666667
"Google Inc.","EyeVerify LLC",1,1
"Google Inc.","Facedouble, Inc.",2,0.5
"Google Inc.","Fang, Chi",1,1
"Google Inc.","Faust, Jeff",3,0.333333333333333
"Google Inc.","Fein, Gene S.",1,1
"Google Inc.","FELLENSTEIN CRAIG WILLIAM",2,0.5
"Google Inc.","Ferren, Bran",6,0.166666666666667
"Google Inc.","Ferris, Chris",1,1
"Google Inc.","FEVENS, ROBERT BRYON",1,1
"Google Inc.","Force, Matthew",2,0.5
"Google Inc.","Freeman, William E.",2,0.5
"Google Inc.","FRIESEN, Mark",2,0.5
"Google Inc.","Frischholz, Robert",1,1
"Google Inc.","FUJITSU LTD",5,0.2
"Google Inc.","Fukuzumi, Shinichi",1,1
"Google Inc.","Gabara, Constance",1,1
"Google Inc.","Gates, III, William H.",1,1
"Google Inc.","General Instrument Corporation",1,1
"Google Inc.","GENG, Qian",1,1
"Google Inc.","Ghorayeb, John",1,1
"Google Inc.","Ghosh, Debajit",1,1
"Google Inc.","Gibbon, David C.",1,1
"Google Inc.","Global Rainmakers Inc.",1,1
"Google Inc.","Gonzalez, Monica",1,1
"Google Inc.","Goswami, Manash M.",3,0.333333333333333
"Google Inc.","Gracenote, Inc.",2,0.5
"Google Inc.","Graef, H. Thomas",2,0.5
"Google Inc.","Grosso, Enrico",2,0.5
"Google Inc.","Grover, Douglas M.",1,1
"Google Inc.","Gruenstein, Alexander H.",1,1
"Google Inc.","Gupta, Gaurav",1,1
"Google Inc.","GUSLER CARL PHILLIP",2,0.5
"Google Inc.","Gutta, Srinivas",1,1
"Google Inc.","HAGIWARA KATSUMORI",1,1
"Google Inc.","Haitsma, Jaap Andre",1,1
"Google Inc.","Hamid, Larry",1,1
"Google Inc.","HAMILTON RICK ALLEN",2,0.5
"Google Inc.","Haney, Sean",2,0.5
"Google Inc.","Hanna, Keith J.",2,0.5
"Google Inc.","Hanna, Keith James",2,0.5
"Google Inc.","Harron, Wilson",1,1
"Google Inc.","Hatanaka, Shoko",1,1
"Google Inc.","HAYAKAWA SHOJI",1,1
"Google Inc.","HAYASHI NAOTO",1,1
"Google Inc.","Headley, Paul",1,1
"Google Inc.","Heidelberg Engineering GmbH",1,1
"Google Inc.","Heilpern, Mark Allen",2,0.5
"Google Inc.","HEKIMIAN CHRISTOPHER D.",1,1
"Google Inc.","Herman, Joshua R.",1,1
"Google Inc.","Herrera, Elizabeth M",2,0.5
"Google Inc.","Hewlett-Packard Development Company, L.P.",1,1
"Google Inc.","Hill, Jeffrey A.",2,0.5
"Google Inc.","Hirata, Shinji",1,1
"Google Inc.","Hitachi, Ltd.",3,0.333333333333333
"Google Inc.","Hoanca, Bogdan",4,0.25
"Google Inc.","Holman, Paul",1,1
"Google Inc.","Honda Motor Co., Ltd.",1,1
"Google Inc.","Honeywell International Inc.",2,0.5
"Google Inc.","Horowitz, Michael",6,0.166666666666667
"Google Inc.","HOSHI JUNICHI",1,1
"Google Inc.","Hoyos Labs Corp.",1,1
"Google Inc.","Hoyos, HC)ctor T.",1,1
"Google Inc.","Hoyos, Hector",1,1
"Google Inc.","Hsu, Stephen C.",1,1
"Google Inc.","Hsu, Stephen Charles",1,1
"Google Inc.","HTC Corportion",1,1
"Google Inc.","Huang, Xinyu",2,0.5
"Google Inc.","Hughlett, Casey",1,1
"Google Inc.","Hum, Albert",1,1
"Google Inc.","HumanScan GmbH",1,1
"Google Inc.","Hunt, Alan K.",4,0.25
"Google Inc.","Hyde, Roderick A.",1,1
"Google Inc.","HYMAN DAVID",1,1
"Google Inc.","Hyodo, Jun",1,1
"Google Inc.","Hyung, Seung Yong",2,0.5
"Google Inc.","IDOTA SEIICHI",1,1
"Google Inc.","IMMEGA GUY",2,0.5
"Google Inc.","Inoue, Takeshi",1,1
"Google Inc.","Intel Co.",10,0.1
"Google Inc.","International Business Machines Corporation",5,0.2
"Google Inc.","Iri Scan Incorporated",1,1
"Google Inc.","Iridian Technologies, Inc.",2,0.5
"Google Inc.","Ishikawa, Muriel Y.",1,1
"Google Inc.","Jitkoff, Nicholas",1,1
"Google Inc.","Junkins, Andrew",2,0.5
"Google Inc.","Kaheel, Ayman",1,1
"Google Inc.","Kalker, Antonius Andrianus Cornelis Maria",1,1
"Google Inc.","Kamada, Mikio",2,0.5
"Google Inc.","Kaminski, Jr., Charles",2,0.5
"Google Inc.","Kaneda, Yuji",1,1
"Google Inc.","Kanevsky, Dimitri",1,1
"Google Inc.","Karamat, Nasir",2,0.5
"Google Inc.","Kare, Jordin T.",1,1
"Google Inc.","Katseff, Howard P.",1,1
"Google Inc.","Keralapura, Ram",1,1
"Google Inc.","Kermani, Bahram Gaffarzadeh",2,0.5
"Google Inc.","Keysers, Daniel",1,1
"Google Inc.","Khan, Mohammed A.",3,0.333333333333333
"Google Inc.","Khan, Sal",2,0.5
"Google Inc.","Kiefer, Fred W.",1,1
"Google Inc.","KIM, Jong Hwan",2,0.5
"Google Inc.","KIM, Yongsin",1,1
"Google Inc.","Kimmel, Ron",6,0.166666666666667
"Google Inc.","Kipman, Alex Aben-Athar",1,1
"Google Inc.","Kirovski, Darko",2,0.5
"Google Inc.","KITAGAWA HIROKI",1,1
"Google Inc.","Kitchens, Jack C.",1,1
"Google Inc.","Kiyohara, Keith",6,0.166666666666667
"Google Inc.","Klabunde, Karin",1,1
"Google Inc.","Kocher, Robert William",1,1
"Google Inc.","Kolczynski, Raymond J.",1,1
"Google Inc.","Kolczynski, Raymond Joseph",1,1
"Google Inc.","Koninklijke Philips Electronics N.V.",2,0.5
"Google Inc.","Koninklijke Philips Elecyronics N.V.",1,1
"Google Inc.","Koninklijke Philips N.V.",1,1
"Google Inc.","koninklijke phillips electronics n.v.",1,1
"Google Inc.","KOSTA, JAMES PETER",1,1
"Google Inc.","Kozlay, Douglas",1,1
"Google Inc.","Kramer, Hans Walter",1,1
"Google Inc.","Krishan, Baldev",2,0.5
"Google Inc.","Kwan, Kenneth",1,1
"Google Inc.","Kwon, Young Ho",1,1
"Google Inc.","Landmark Digital Services, LLC",1,1
"Google Inc.","Langley, Richard J.",1,1
"Google Inc.","Laroche, Jean",1,1
"Google Inc.","Lau, James Kai Yu",1,1
"Google Inc.","LAWANDY NABIL M.",1,1
"Google Inc.","Lazaridis, Mihal",1,1
"Google Inc.","LCtank LLC",1,1
"Google Inc.","Lebeau, Michael J.",1,1
"Google Inc.","Lee, Vandy",2,0.5
"Google Inc.","Lee, Woo-hyoung",1,1
"Google Inc.","Leiba, Aaron",1,1
"Google Inc.","Leung, Dominic King Hay",1,1
"Google Inc.","Levas, Suzi",53,0.0188679245283019
"Google Inc.","Levine, Martin",2,0.5
"Google Inc.","Lewis, John R.",1,1
"Google Inc.","LG CO.",1,1
"Google Inc.","Li-Chun Wang, Avery",1,1
"Google Inc.","Li, Lou",1,1
"Google Inc.","Liu, Changsong",1,1
"Google Inc.","Liu, Haibo",1,1
"Google Inc.","LO PETER ZHEN-PING",1,1
"Google Inc.","Lobo, Niels da Vitoria",1,1
"Google Inc.","LOGICALIS",3,0.333333333333333
"Google Inc.","Lombardi, Michael J.",1,1
"Google Inc.","Lopez, Kermit D.",1,1
"Google Inc.","Lord, Richard T.",1,1
"Google Inc.","Lord, Robert W.",1,1
"Google Inc.","Loveland, Shawn D.",1,1
"Google Inc.","Lu, Duling",1,1
"Google Inc.","Lu, Li",1,1
"Google Inc.","Lubensky, David M.",8,0.125
"Google Inc.","Lucent Technologies Inc.",6,0.166666666666667
"Google Inc.","Lucent Technologies, Inc.",1,1
"Google Inc.","Lumidigm, Inc.",1,1
"Google Inc.","Machida, Akihiro",1,1
"Google Inc.","Machiraju, N. Rao",3,0.333333333333333
"Google Inc.","Maes, Stephane Herman",1,1
"Google Inc.","Magnant, Paul H.",1,1
"Google Inc.","Magnusson, Tobias",6,0.166666666666667
"Google Inc.","Malegaonkar, Amit Sadanand",1,1
"Google Inc.","Malegaonkar, Renuka Amit",1,1
"Google Inc.","Mallett, Jacqueline",3,0.333333333333333
"Google Inc.","Mandlebaum, Robert",1,1
"Google Inc.","Maritan, Antonio",1,1
"Google Inc.","Markowitz, Robert E.",1,1
"Google Inc.","Marwood, David",1,1
"Google Inc.","Mason, Stephen Archer",4,0.25
"Google Inc.","Masuda, Makoto",1,1
"Google Inc.","MASUMOTO DAIKI",1,1
"Google Inc.","Matey, James R.",3,0.333333333333333
"Google Inc.","Matey, James Regis",1,1
"Google Inc.","Mather, Jonathan Francis",1,1
"Google Inc.","Matsugu, Masakazu",1,1
"Google Inc.","MATSUSHITA MITSUJI",1,1
"Google Inc.","Maurer, Thomas",6,0.166666666666667
"Google Inc.","MC<ller, Lorenz",1,1
"Google Inc.","McBride, Sterling E.",1,1
"Google Inc.","McBride, Sterling Eduard",1,1
"Google Inc.","Merman, Michael",3,0.333333333333333
"Google Inc.","Merritt, Edward",1,1
"Google Inc.","Michaelis, Paul Roller",1,1
"Google Inc.","Microsoft Co.",6,0.166666666666667
"Google Inc.","Mikos, Ltd.",1,1
"Google Inc.","Miller, David R.",1,1
"Google Inc.","Miller, Robert G.",2,0.5
"Google Inc.","Miller, Trent J.",1,1
"Google Inc.","Minnesota Mining and Manufacturing Company",1,1
"Google Inc.","Mishra, Deepam",1,1
"Google Inc.","MITSUBISHI ELECTRIC CORP",1,1
"Google Inc.","Mitsubishi Electric Research Laboratories, Inc.",1,1
"Google Inc.","Miura, Naoto",1,1
"Google Inc.","Miyashita, Yukio",2,0.5
"Google Inc.","Miyatake, Takafumi",1,1
"Google Inc.","Mleziva, Roy",2,0.5
"Google Inc.","Mock, Kenrick",4,0.25
"Google Inc.","Mohler, David",1,1
"Google Inc.","Monks, Deborah J.",1,1
"Google Inc.","Monroe, David A.",2,0.5
"Google Inc.","Monteiro, Brennan D.",1,1
"Google Inc.","Moore, Jason Eric",1,1
"Google Inc.","Mori, Katsuhiko",1,1
"Google Inc.","MorphoTrust USA, Inc.",1,1
"Google Inc.","Motorola Mobility LLC",5,0.2
"Google Inc.","MOTOROLA SOLUTIONS, INC.",1,1
"Google Inc.","Mueller, Frank",1,1
"Google Inc.","Mundie, Craig J.",1,1
"Google Inc.","MUTO IKUO",1,1
"Google Inc.","Myers, Charles A.",6,0.166666666666667
"Google Inc.","Myhrvold, Nathan P.",1,1
"Google Inc.","MySpace, Inc.",2,0.5
"Google Inc.","Nagao, Kagehiro",1,1
"Google Inc.","Nagar, Abhishek",1,1
"Google Inc.","Nagasaka, Akio",1,1
"Google Inc.","Nagashima, Hisayuki",1,1
"Google Inc.","Nagata, Hideaki",1,1
"Google Inc.","Naidu, Lakshminarashimhan",1,1
"Google Inc.","Naik, Jayant M.",8,0.125
"Google Inc.","Nakano, Ken",1,1
"Google Inc.","Narus, Inc.",1,1
"Google Inc.","NEC Co.",6,0.166666666666667
"Google Inc.","Nechyba, Michael Christian",10,0.1
"Google Inc.","Neven, Hartmut",17,0.0588235294117647
"Google Inc.","NextgenID, Inc.",1,1
"Google Inc.","Nocera, Luciano Pasquale Agostino",6,0.166666666666667
"Google Inc.","Nokia Corporation",1,1
"Google Inc.","Northrop Grumman Corporation",1,1
"Google Inc.","Northrop Grumman Systems Corporation",2,0.5
"Google Inc.","Norton, Derk",1,1
"Google Inc.","Nuance Communications, Inc.",4,0.25
"Google Inc.","Nucci, Antonio",1,1
"Google Inc.","NYNEX Science & Technology",8,0.125
"Google Inc.","OKI ELECTRIC IND CO LTD",1,1
"Google Inc.","OKI ELECTRIC INDUSTRY CO., LTD.",1,1
"Google Inc.","Ong, Hong-Kien Kenneth",6,0.166666666666667
"Google Inc.","Oostveen, Job Cornelis",1,1
"Google Inc.","Ortiz, Luis M.",1,1
"Google Inc.","Osten, David W.",1,1
"Google Inc.","Otto, Mary Rita",1,1
"Google Inc.","Otto, Tilman",1,1
"Google Inc.","Overend, Kevin J.",4,0.25
"Google Inc.","Owens, Mark",2,0.5
"Google Inc.","Paben, Jeremy",1,1
"Google Inc.","Paek, Tim",1,1
"Google Inc.","Panyam, Sai",2,0.5
"Google Inc.","PARK, Hyorim",1,1
"Google Inc.","Pearson, Steven",1,1
"Google Inc.","Peirce, Michael",1,1
"Google Inc.","Peleg, Shmuel",1,1
"Google Inc.","Peng, Liangrui",1,1
"Google Inc.","PERELMAN-HALL DAVID K.",1,1
"Google Inc.","Perez, Kathryn Stone",1,1
"Google Inc.","Petrou, David",7,0.142857142857143
"Google Inc.","PETTY, DYLAN S.",1,1
"Google Inc.","Philomin, Vasanth",1,1
"Google Inc.","Phipps, Chad Austin",1,1
"Google Inc.","Pierce, Amber M.",1,1
"Google Inc.","Pillai, Anand",3,0.333333333333333
"Google Inc.","Pinehill Technology, LLC",2,0.5
"Google Inc.","Piotrowski, Tony E.",1,1
"Google Inc.","Pishva, Davar",5,0.2
"Google Inc.","Postelnicu, Gheorghe",1,1
"Google Inc.","Pratt, Leonard",2,0.5
"Google Inc.","Precise Biometrics AB",1,1
"Google Inc.","Prokoski, Francine J.",1,1
"Google Inc.","Rabinovich, Andrew",10,0.1
"Google Inc.","Ramachandran, Nalarajan",2,0.5
"Google Inc.","Raman, Vijay R.",8,0.125
"Google Inc.","Random Biometrics",1,1
"Google Inc.","Rane, Shantanu",1,1
"Google Inc.","Rao, Feng",1,1
"Google Inc.","Rasmussen, David John",1,1
"Google Inc.","Reding, Craig",34,0.0294117647058824
"Google Inc.","Reding, Craig L",6,0.166666666666667
"Google Inc.","Reding, Craig L.",13,0.0769230769230769
"Google Inc.","REED JEFFREY T.",3,0.333333333333333
"Google Inc.","Ren, Liu",2,0.5
"Google Inc.","Reqall, Inc.",3,0.333333333333333
"Google Inc.","Research in Motion",1,1
"Google Inc.","RICHARDS ISAAC",4,0.25
"Google Inc.","Robert Bosch GmbH",2,0.5
"Google Inc.","ROBERTS DALE T.",1,1
"Google Inc.","Robinson, Bethany S.",1,1
"Google Inc.","Robinson, Richard",1,1
"Google Inc.","Rodriguez, Tony F.",4,0.25
"Google Inc.","Roh, Kyung Shik",2,0.5
"Google Inc.","ROSS, David",3,0.333333333333333
"Google Inc.","Ross, Steven James",3,0.333333333333333
"Google Inc.","Rowe, Robert K.",1,1
"Google Inc.","Rush, Toby",1,1
"Google Inc.","Ruzhitsky, Vladimir",1,1
"Google Inc.","RYDER BRIAN D.",1,1
"Google Inc.","Samsung",4,0.25
"Google Inc.","Sanchez Sanchez, David",1,1
"Google Inc.","Sarnoff Corporation",1,1
"Google Inc.","SARNOFF CORPORATION",2,0.5
"Google Inc.","Sarver, Edwin Jay",4,0.25
"Google Inc.","SASHIDA NAOKI",1,1
"Google Inc.","Scarfo, Philip",1,1
"Google Inc.","Schalk, Thomas B.",4,0.25
"Google Inc.","Schneider, John K.",2,0.5
"Google Inc.","Schneiderman, Henry Will",12,0.0833333333333333
"Google Inc.","Schonberg, Daniel",2,0.5
"Google Inc.","Schutjer, Bryan",1,1
"Google Inc.","SEAMAN JAMES WESLEY",2,0.5
"Google Inc.","SEIKO INSTRUMENTS INC",1,1
"Google Inc.","SEMBA, Satoshi",1,1
"Google Inc.","Sensible Vision, Inc.",1,1
"Google Inc.","Shah, Alex",8,0.125
"Google Inc.","Shahraray, Behzad",1,1
"Google Inc.","SHAIKH, Jalil",1,1
"Google Inc.","Shawky, Mohamed",1,1
"Google Inc.","Sheen, Baoling S.",4,0.25
"Google Inc.","SHIMEK, BRIAN J.",1,1
